id,date
101,2006-12-18
34101,2007-01-22
73601,2007-02-13
114501,2007-03-13
157801,2007-03-18
228901,2007-05-13
676901,2007-06-16
1083901,2007-07-23
1532901,2007-09-13
2033901,2007-09-24
2516901,2007-10-15
3015901,2007-11-14
3502901,2007-11-15
3973901,2007-11-27
4464901,2007-12-15
5047901,2007-12-24
5643901,2008-01-15
6238901,2008-01-19
6775901,2008-01-28
7375901,2008-02-13
7960901,2008-02-15
8453901,2008-02-24
9116901,2008-03-13
9715901,2008-03-14
10399901,2008-03-24
11141901,2008-04-14
11835901,2008-04-19
12556901,2008-05-13
13190901,2008-05-17
13880901,2008-05-30
14671901,2008-06-15
15594901,2008-07-13
16309901,2008-07-23
17043901,2008-08-13
17695901,2008-08-25
18495901,2008-09-13
19192901,2008-09-20
20051901,2008-10-13
20811901,2008-10-19
21576901,2008-10-30
22398901,2008-11-13
23243901,2008-11-21
24239901,2008-12-13
25299901,2008-12-17
26390901,2008-12-30
27234901,2009-01-13
28115901,2009-01-21
29120901,2009-01-30
30071901,2009-02-13
30803901,2009-02-18
31666901,2009-02-27
32695901,2009-03-14
33608901,2009-03-23
34418901,2009-04-13
35581901,2009-04-15
36762901,2009-04-25
38272901,2009-05-13
39608901,2009-06-17
41000901,2009-06-17
41877901,2009-06-29
43378901,2009-07-14
44989901,2009-08-13
46430901,2009-08-16
48256901,2009-08-29
49917901,2009-09-14
51060901,2009-09-21
51928901,2009-10-13
53015901,2009-10-14
54157901,2009-10-20
55216901,2009-10-28
56290901,2009-11-13
57440901,2009-11-14
58391901,2009-11-22
59405901,2009-12-13
60497901,2009-12-13
61799901,2009-12-19
62882901,2009-12-29
63926901,2010-01-13
65092901,2010-01-13
66292901,2010-01-21
67315901,2010-01-28
68359901,2010-02-13
69624901,2010-02-13
70554901,2010-02-17
71617901,2010-02-24
73111901,2010-03-13
74537901,2010-03-15
75842901,2010-03-22
77451901,2010-04-13
79124901,2010-04-14
80768901,2010-04-27
82359901,2010-05-13
83960901,2010-05-20
85209901,2010-05-31
86636901,2010-06-14
88154901,2010-06-29
89729901,2010-07-13
90735901,2010-07-20
92107901,2010-07-31
93698901,2010-08-14
94815901,2010-08-24
96041901,2010-09-13
97304901,2010-09-13
98725901,2010-09-20
100151901,2010-09-30
101568901,2010-10-13
102523901,2010-10-14
103031901,2010-10-16
103484901,2010-10-19
104018901,2010-10-22
104463901,2010-10-25
105747901,2010-10-31
108124901,2010-11-13
109702901,2010-11-17
110991901,2010-11-22
112197901,2010-11-27
113418901,2010-12-13
115082901,2010-12-13
116112901,2010-12-16
117459901,2010-12-22
118814901,2010-12-28
120096901,2011-01-13
121735901,2011-01-13
122765901,2011-01-15
123839901,2011-01-19
124735901,2011-01-23
126050901,2011-01-29
127827901,2011-02-13
131498901,2011-02-16
132033901,2011-02-23
132661901,2011-03-13
133337901,2011-03-13
133806901,2011-03-21
134275901,2011-03-27
134792901,2011-04-13
135475901,2011-04-13
135791901,2011-04-18
136213901,2011-04-27
136775901,2011-05-13
137344901,2011-05-16
137746901,2011-05-23
138167901,2011-05-31
138839901,2011-06-13
139194901,2011-06-18
139562901,2011-06-25
139939901,2011-07-13
140705901,2011-07-13
141290901,2011-07-19
141873901,2011-07-25
142360901,2011-07-30
143224901,2011-08-13
143841901,2011-08-15
144275901,2011-08-19
144691901,2011-08-24
145212901,2011-08-29
145738901,2011-09-13
146642901,2011-09-13
147148901,2011-09-17
147616901,2011-09-21
148054901,2011-09-25
148948901,2011-09-30
150749901,2011-10-13
151214901,2011-10-16
151584901,2011-10-20
151965901,2011-10-25
152372901,2011-10-29
152934901,2011-11-13
153612901,2011-11-13
153974901,2011-11-18
154379901,2011-11-22
154753901,2011-11-27
155236901,2011-12-13
155973901,2011-12-13
156340901,2011-12-17
156679901,2011-12-21
157131901,2011-12-27
157573901,2011-12-29
158309901,2012-01-13
159219901,2012-01-13
159840901,2012-01-13
160293901,2012-01-17
160694901,2012-01-20
161089901,2012-01-22
161474901,2012-01-25
162026901,2012-01-29
162561901,2012-02-13
163475901,2012-02-13
164099901,2012-02-13
164510901,2012-02-17
164892901,2012-02-20
165305901,2012-02-24
165784901,2012-02-28
166484901,2012-03-13
167357901,2012-03-13
167717901,2012-03-16
168024901,2012-03-19
168380901,2012-03-23
168844901,2012-03-27
169282901,2012-03-31
170022901,2012-04-13
170680901,2012-04-15
171074901,2012-04-19
171451901,2012-04-24
171910901,2012-04-29
172651901,2012-05-13
173261901,2012-05-16
173656901,2012-05-21
174037901,2012-05-27
174554901,2012-06-13
175401901,2012-06-13
175852901,2012-06-17
176241901,2012-06-22
176691901,2012-06-28
177332901,2012-07-13
178079901,2012-07-16
178464901,2012-07-20
178819901,2012-07-24
179247901,2012-07-30
180033901,2012-08-13
180641901,2012-08-15
181030901,2012-08-19
181376901,2012-08-23
181803901,2012-08-28
182189901,2012-09-13
183188901,2012-09-13
183527901,2012-09-16
183890901,2012-09-20
184196901,2012-09-23
184620901,2012-09-28
185258901,2012-10-13
186081901,2012-10-13
186470901,2012-10-17
186795901,2012-10-20
187180901,2012-10-23
187712901,2012-10-28
188242901,2012-11-13
189178901,2012-11-13
189802901,2012-11-14
190190901,2012-11-17
190598901,2012-11-21
190970901,2012-11-24
191522901,2012-11-29
192360901,2012-12-13
193152901,2012-12-13
193593901,2012-12-16
194005901,2012-12-20
194401901,2012-12-24
194895901,2012-12-28
195519901,2013-01-13
196599901,2013-01-13
197151901,2013-01-14
197514901,2013-01-17
197873901,2013-01-20
198233901,2013-01-22
198631901,2013-01-25
199101901,2013-01-29
199668901,2013-02-13
200636901,2013-02-13
201194901,2013-02-15
201595901,2013-02-18
202000901,2013-02-22
202362901,2013-02-24
202792901,2013-02-28
203752901,2013-03-13
204521901,2013-03-14
204917901,2013-03-17
205292901,2013-03-20
205664901,2013-03-23
206042901,2013-03-27
206542901,2013-03-30
207242901,2013-04-13
208259901,2013-04-13
208628901,2013-04-15
208984901,2013-04-19
209386901,2013-04-23
209816901,2013-04-28
210566901,2013-05-13
211336901,2013-05-13
211692901,2013-05-17
212080901,2013-05-21
212482901,2013-05-25
212917901,2013-05-29
213647901,2013-06-13
214416901,2013-06-13
214803901,2013-06-17
215208901,2013-06-21
215608901,2013-06-27
216047901,2013-06-30
217069901,2013-07-13
217523901,2013-07-15
217887901,2013-07-19
218251901,2013-07-22
218698901,2013-07-27
219054901,2013-07-30
219844901,2013-08-13
220525901,2013-08-13
220844901,2013-08-16
221261901,2013-08-20
221661901,2013-08-24
222144901,2013-08-28
222691901,2013-09-13
223520901,2013-09-13
224019901,2013-09-15
224341901,2013-09-18
224712901,2013-09-21
225122901,2013-09-25
225557901,2013-09-29
226187901,2013-10-13
227099901,2013-10-13
227467901,2013-10-16
227807901,2013-10-19
228182901,2013-10-21
228558901,2013-10-25
229056901,2013-10-29
229530901,2013-11-13
230569901,2013-11-13
231123901,2013-11-14
231453901,2013-11-17
231792901,2013-11-20
232190901,2013-11-23
232626901,2013-11-27
232947901,2013-11-29
233721901,2013-12-13
234551901,2013-12-13
234856901,2013-12-15
235256901,2013-12-18
235635901,2013-12-21
236035901,2013-12-25
236436901,2013-12-28
236763901,2013-12-31
237572901,2014-01-13
238597901,2014-01-13
238956901,2014-01-15
239295901,2014-01-17
239657901,2014-01-20
240026901,2014-01-23
240360901,2014-01-25
240804901,2014-01-28
241189901,2014-01-31
242122901,2014-02-13
242982901,2014-02-13
243280901,2014-02-15
243602901,2014-02-17
244003901,2014-02-20
244354901,2014-02-23
244805901,2014-02-27
245413901,2014-03-13
246376901,2014-03-13
246847901,2014-03-15
247212901,2014-03-18
247539901,2014-03-20
247907901,2014-03-23
248293901,2014-03-27
248673901,2014-03-29
249237901,2014-04-13
250381901,2014-04-13
250798901,2014-04-15
251205901,2014-04-19
251546901,2014-04-22
251917901,2014-04-25
252346901,2014-04-29
253108901,2014-05-13
254068901,2014-05-14
254371901,2014-05-16
254727901,2014-05-20
255076901,2014-05-23
255478901,2014-05-27
255863901,2014-05-30
256637901,2014-06-13
257488901,2014-06-13
257850901,2014-06-16
258217901,2014-06-19
258503901,2014-06-21
258894901,2014-06-25
259376901,2014-06-29
260056901,2014-07-13
260960901,2014-07-13
261408901,2014-07-15
261797901,2014-07-18
262136901,2014-07-21
262495901,2014-07-23
262949901,2014-07-27
263345901,2014-07-30
264102901,2014-08-13
264973901,2014-08-13
265370901,2014-08-15
265771901,2014-08-18
266115901,2014-08-21
266505901,2014-08-24
266891901,2014-08-27
267227901,2014-08-30
268036901,2014-09-13
269089901,2014-09-13
269429901,2014-09-16
269764901,2014-09-18
270131901,2014-09-21
270484901,2014-09-24
270969901,2014-09-28
271334901,2014-09-30
272438901,2014-10-13
273120901,2014-10-13
273426901,2014-10-16
273738901,2014-10-18
274148901,2014-10-21
274518901,2014-10-24
274964901,2014-10-27
275390901,2014-10-30
276063901,2014-11-13
277099901,2014-11-13
277690901,2014-11-14
277981901,2014-11-16
278318901,2014-11-19
278622901,2014-11-21
278997901,2014-11-24
279467901,2014-11-27
279837901,2014-11-30
280837901,2014-12-13
281702901,2014-12-13
282033901,2014-12-15
282329901,2014-12-17
282644901,2014-12-19
283003901,2014-12-22
283345901,2014-12-24
283797901,2014-12-27
284154901,2014-12-30
284890901,2015-01-13
286066901,2015-01-13
287031901,2015-01-13
287405901,2015-01-15
287766901,2015-01-17
288128901,2015-01-19
288521901,2015-01-21
288967901,2015-01-24
289485901,2015-01-27
289877901,2015-01-30
290476901,2015-02-13
291626901,2015-02-13
292235901,2015-02-13
292568901,2015-02-15
292882901,2015-02-17
293198901,2015-02-19
293619901,2015-02-22
294008901,2015-02-24
294565901,2015-02-28
295639901,2015-03-13
296455901,2015-03-13
296792901,2015-03-15
297161901,2015-03-18
297531901,2015-03-20
297882901,2015-03-23
298242901,2015-03-25
298679901,2015-03-28
299020901,2015-03-30
299801901,2015-04-13
300958901,2015-04-13
301299901,2015-04-15
301656901,2015-04-18
301963901,2015-04-20
302330901,2015-04-22
302651901,2015-04-25
303096901,2015-04-28
303763901,2015-05-13
304899901,2015-05-13
305255901,2015-05-15
305581901,2015-05-18
305894901,2015-05-20
306254901,2015-05-23
306747901,2015-05-27
307102901,2015-05-29
307486901,2015-06-13
308636901,2015-06-13
309278901,2015-06-14
309680901,2015-06-17
310158901,2015-06-20
310529901,2015-06-23
310879901,2015-06-25
311277901,2015-06-28
311882901,2015-07-13
312988901,2015-07-13
313593901,2015-07-14
314034901,2015-07-16
314427901,2015-07-19
314788901,2015-07-21
315163901,2015-07-23
315568901,2015-07-27
315955901,2015-07-28
316390901,2015-07-31
317617901,2015-08-13
318410901,2015-08-14
318774901,2015-08-16
319179901,2015-08-18
319536901,2015-08-21
319912901,2015-08-23
320293901,2015-08-27
320729901,2015-08-28
321096901,2015-08-31
321942901,2015-09-13
323022901,2015-09-13
323404901,2015-09-14
323724901,2015-09-16
324136901,2015-09-19
324490901,2015-09-21
324821901,2015-09-23
325181901,2015-09-25
325729901,2015-09-29
326244901,2015-10-13
327467901,2015-10-13
328155901,2015-10-13
328543901,2015-10-16
328904901,2015-10-18
329203901,2015-10-20
329565901,2015-10-22
329913901,2015-10-24
330393901,2015-10-27
330743901,2015-10-29
331126901,2015-10-31
332223901,2015-11-13
333181901,2015-11-13
333607901,2015-11-14
333977901,2015-11-16
334330901,2015-11-19
334658901,2015-11-20
335050901,2015-11-23
335442901,2015-11-25
335905901,2015-11-28
336396901,2015-12-13
337352901,2015-12-13
338277901,2015-12-13
338578901,2015-12-14
338944901,2015-12-17
339282901,2015-12-19
339671901,2015-12-21
339999901,2015-12-23
340331901,2015-12-25
340897901,2015-12-29
341330901,2016-01-13
342524901,2016-01-13
343592901,2016-01-13
344025901,2016-01-14
344338901,2016-01-16
344688901,2016-01-18
345031901,2016-01-20
345407901,2016-01-22
345738901,2016-01-24
346182901,2016-01-27
346585901,2016-01-28
346926901,2016-01-30
347480901,2016-02-13
348658901,2016-02-13
349535901,2016-02-13
349899901,2016-02-15
350239901,2016-02-17
350648901,2016-02-19
351017901,2016-02-21
351368901,2016-02-22
351683901,2016-02-24
352233901,2016-02-27
352661901,2016-02-29
353765901,2016-03-13
354730901,2016-03-13
355143901,2016-03-14
355524901,2016-03-17
355911901,2016-03-19
356218901,2016-03-20
356590901,2016-03-22
356965901,2016-03-24
357426901,2016-03-27
357801901,2016-03-29
358324901,2016-04-13
359473901,2016-04-13
360250901,2016-04-13
360609901,2016-04-15
360991901,2016-04-18
361384901,2016-04-20
361805901,2016-04-23
362368901,2016-04-27
362800901,2016-04-29
363747901,2016-05-13
364843901,2016-05-13
365227901,2016-05-15
365613901,2016-05-17
365983901,2016-05-20
366380901,2016-05-23
366756901,2016-05-25
367239901,2016-05-29
367685901,2016-05-31
369007901,2016-06-13
369686901,2016-06-14
370033901,2016-06-16
370352901,2016-06-18
370687901,2016-06-20
371075901,2016-06-23
371501901,2016-06-25
371978901,2016-06-29
372550901,2016-07-13
373673901,2016-07-13
374297901,2016-07-14
374670901,2016-07-16
375011901,2016-07-18
375351901,2016-07-20
375686901,2016-07-23
376088901,2016-07-25
376593901,2016-07-28
376932901,2016-07-31
377848901,2016-08-13
378968901,2016-08-13
379308901,2016-08-15
379618901,2016-08-17
379979901,2016-08-19
380365901,2016-08-21
380790901,2016-08-24
381251901,2016-08-27
381587901,2016-08-29
382018901,2016-08-31
382988901,2016-09-13
384012901,2016-09-13
384383901,2016-09-14
384684901,2016-09-16
385053901,2016-09-18
385445901,2016-09-20
385778901,2016-09-22
386130901,2016-09-25
386610901,2016-09-27
387023901,2016-09-30
388126901,2016-10-13
389243901,2016-10-13
389585901,2016-10-15
389910901,2016-10-17
390265901,2016-10-19
390589901,2016-10-20
390915901,2016-10-22
391280901,2016-10-24
391783901,2016-10-27
392158901,2016-10-29
392510901,2016-10-31
393494901,2016-11-13
394800901,2016-11-13
395253901,2016-11-14
395572901,2016-11-16
395948901,2016-11-18
396317901,2016-11-20
396662901,2016-11-21
397033901,2016-11-23
397513901,2016-11-27
397918901,2016-11-28
398291901,2016-11-30
399715901,2016-12-13
400886901,2016-12-13
401217901,2016-12-15
401630901,2016-12-17
402021901,2016-12-19
402321901,2016-12-20
402650901,2016-12-22
403015901,2016-12-24
403389901,2016-12-27
403734901,2016-12-28
404084901,2016-12-30
404813901,2017-01-13
406042901,2017-01-13
407012901,2017-01-13
407355901,2017-01-15
407670901,2017-01-16
408010901,2017-01-18
408366901,2017-01-20
408658901,2017-01-21
408978901,2017-01-23
409322901,2017-01-24
409809901,2017-01-27
410173901,2017-01-29
410484901,2017-01-30
411200901,2017-02-13
412626901,2017-02-13
413293901,2017-02-13
413607901,2017-02-15
413944901,2017-02-17
414313901,2017-02-18
414627901,2017-02-20
414959901,2017-02-22
415257901,2017-02-23
415555901,2017-02-25
416013901,2017-02-27
416611901,2017-03-13
417749901,2017-03-13
418511901,2017-03-13
418802901,2017-03-15
419116901,2017-03-17
419446901,2017-03-19
419793901,2017-03-21
420147901,2017-03-23
420474901,2017-03-25
420918901,2017-03-27
421238901,2017-03-29
421531901,2017-03-31
422691901,2017-04-13
423691901,2017-04-13
423953901,2017-04-15
424318901,2017-04-17
424640901,2017-04-19
424951901,2017-04-21
425255901,2017-04-22
425660901,2017-04-25
426121901,2017-04-28
426459901,2017-04-30
427385901,2017-05-13
428283901,2017-05-13
428671901,2017-05-14
429020901,2017-05-16
429349901,2017-05-18
429678901,2017-05-20
430010901,2017-05-22
430379901,2017-05-25
430787901,2017-05-29
431135901,2017-05-31
432311901,2017-06-13
433076901,2017-06-13
433394901,2017-06-15
433776901,2017-06-18
434068901,2017-06-20
434382901,2017-06-22
434702901,2017-06-24
435121901,2017-06-27
435462901,2017-06-29
436171901,2017-07-13
437227901,2017-07-13
437685901,2017-07-14
438028901,2017-07-16
438314901,2017-07-18
438610901,2017-07-20
438875901,2017-07-22
439165901,2017-07-24
439620901,2017-07-27
439892901,2017-07-28
440210901,2017-07-31
441349901,2017-08-13
442288901,2017-08-13
442584901,2017-08-15
442889901,2017-08-17
443246901,2017-08-20
443578901,2017-08-22
443880901,2017-08-24
444270901,2017-08-27
444575901,2017-08-28
444930901,2017-08-31
445830901,2017-09-13
446932901,2017-09-13
447296901,2017-09-15
447609901,2017-09-17
447919901,2017-09-19
448247901,2017-09-21
448562901,2017-09-23
448835901,2017-09-25
449246901,2017-09-27
449594901,2017-09-30
450560901,2017-10-13
451680901,2017-10-13
452004901,2017-10-15
452293901,2017-10-16
452559901,2017-10-18
452839901,2017-10-20
453181901,2017-10-22
453503901,2017-10-24
453985901,2017-10-27
454286901,2017-10-29
454597901,2017-10-31
455646901,2017-11-13
456784901,2017-11-13
457121901,2017-11-15
457453901,2017-11-17
457773901,2017-11-19
458130901,2017-11-21
458405901,2017-11-22
458727901,2017-11-25
459207901,2017-11-27
459616901,2017-11-30
460650901,2017-12-13
461824901,2017-12-13
462286901,2017-12-14
462581901,2017-12-16
462895901,2017-12-17
463220901,2017-12-19
463577901,2017-12-21
463976901,2017-12-23
464315901,2017-12-25
464756901,2017-12-28
465054901,2017-12-30
465514901,2018-01-13
466810901,2018-01-13
467768901,2018-01-13
468094901,2018-01-14
468496901,2018-01-17
468787901,2018-01-18
469102901,2018-01-20
469413901,2018-01-22
469733901,2018-01-23
470064901,2018-01-25
470415901,2018-01-27
470786901,2018-01-29
471173901,2018-02-13
472536901,2018-02-13
473271901,2018-02-13
473580901,2018-02-15
473946901,2018-02-17
474287901,2018-02-19
474608901,2018-02-21
474928901,2018-02-23
475275901,2018-02-25
475778901,2018-02-28
476657901,2018-03-13
477973901,2018-03-13
478281901,2018-03-14
478629901,2018-03-16
478956901,2018-03-18
479279901,2018-03-20
479617901,2018-03-22
480002901,2018-03-24
480443901,2018-03-27
480834901,2018-03-29
481195901,2018-03-31
482591901,2018-04-13
483235901,2018-04-14
483580901,2018-04-16
483888901,2018-04-18
484263901,2018-04-20
484582901,2018-04-22
484968901,2018-04-25
485455901,2018-04-28
486088901,2018-05-13
487314901,2018-05-13
487811901,2018-05-14
488163901,2018-05-17
488475901,2018-05-19
488876901,2018-05-22
489241901,2018-05-24
489782901,2018-05-28
490179901,2018-05-30
491184901,2018-06-13
